cell_id,time_bucket,temp_c,feels_like_c,precipitation_type,precipitation_mm,snow_depth_cm,wind_speed_ms,wind_gust_ms,humidity_pct,pressure_hpa,visibility_m
55.88_37.66,2022-03-27 00:00:00,-0.800000011920929,-6.97926664352417,none,0.0,27.000001907348636,24.363250732421875,43.19999694824219,81.01602935791016,973.3461303710938,
55.88_37.66,2022-04-29 19:00:00,7.449999809265137,3.584601879119873,none,0.0,0.0,9.72666358947754,24.84000015258789,50.213321685791016,1003.3365478515624,
55.88_37.66,2022-05-29 18:00:00,13.75,9.630900382995604,rain,0.1000000014901161,0.0,19.25579261779785,38.880001068115234,53.80274963378906,995.373291015625,
55.88_37.67,2022-01-07 17:00:00,-7.150000095367432,-14.027552604675291,none,0.0,45.0,25.14851951599121,41.76000213623047,83.627197265625,985.48046875,
55.88_37.67,2022-02-25 21:00:00,-2.700000047683716,-8.08226203918457,none,0.0,49.0,18.08977508544922,31.68000030517578,86.43392944335938,998.91162109375,
55.88_37.67,2022-04-10 03:00:00,6.5,2.616220474243164,rain,0.4000000059604645,21.0,18.356470108032227,31.319997787475582,90.45399475097656,984.6880493164062,
55.88_37.67,2022-05-06 13:00:00,13.350000381469728,8.571249008178711,none,0.0,0.0,17.429353713989258,34.560001373291016,37.8221321105957,1009.2289428710938,
55.88_37.68,2022-02-16 07:00:00,-5.699999809265137,-11.495782852172852,none,0.0,56.0,18.77530288696289,30.96000099182129,85.78032684326172,1000.0596313476562,
55.88_37.68,2022-02-23 19:00:00,-2.200000047683716,-6.737676620483398,none,0.0,50.0,12.979984283447266,22.319997787475582,88.78522491455078,993.8588256835938,
55.88_37.68,2022-04-09 15:00:00,10.25,6.29429817199707,none,0.0,24.0,14.399999618530272,27.71999931335449,55.18994903564453,987.5330810546876,
55.88_37.68,2022-05-14 20:00:00,11.800000190734863,8.653209686279297,none,0.0,0.0,10.89557647705078,26.63999938964844,55.99018478393555,985.0753173828124,
55.88_37.68,2022-05-15 18:00:00,13.149999618530272,9.191303253173828,none,0.0,0.0,16.26785659790039,29.51999855041504,50.7041015625,985.1199951171876,
