dtp_id,temp_c,feels_like_c,precipitation_type,precipitation_mm,snow_depth_cm,wind_speed_ms,wind_gust_ms,humidity_pct,pressure_hpa,visibility_m,sunrise_ts,sunset_ts,daylight_minutes,is_twilight,is_dark,is_daylight,day_of_week,is_weekend,is_holiday,holiday_name,season,ice_risk,low_visibility_flag,bad_weather_flag,dark_without_lights_flag
603188027,-1.35,-6.791624,none,0.0,1.0,17.782686,33.48,72.81584,1004.8125,,2024-05-09 04:29:50.546566,2024-05-09 20:25:11.191012,955.3440741,0,0,1,3,0,1,День Победы,spring,1,0,1,0
603014027,0.4,-6.7635336,snow,0.1,1.0,28.006056,54.0,53.52713,999.3422,,2024-05-09 04:28:10.678754,2024-05-09 20:23:45.686105,955.58345585,0,0,1,3,0,1,День Победы,spring,1,0,1,0
603172027,2.05,-2.2792482,none,0.0,1.0,10.086427,19.8,56.51266,998.15063,,2024-05-09 04:28:31.879305,2024-05-09 20:24:22.836138,955.8492805499999,0,1,0,3,0,1,День Победы,spring,0,0,0,1
603844827,-1.65,-7.1396995,none,0.0,1.0,18.075441,33.839996,74.15523,999.376,,2024-05-09 04:30:11.416742,2024-05-09 20:25:01.735083,954.8386390166667,0,0,1,3,0,1,День Победы,spring,1,0,1,0
603004427,-1.15,-6.771725,none,0.0,1.0,19.734436,37.44,77.10536,997.6654,,2024-05-09 04:31:10.408027,2024-05-09 20:24:22.002224,953.1932366166667,1,0,1,3,0,1,День Победы,spring,1,0,1,0
603013427,-1.6,-7.2203894,none,0.0,1.0,18.899143,37.8,73.3235,1000.73126,,2024-05-09 04:31:20.765421,2024-05-09 20:23:46.289621,952.4254033333333,0,0,1,3,0,1,День Победы,spring,1,0,1,0
603487027,-1.35,-6.8738933,none,0.0,1.0,18.947083,34.2,77.363365,997.3016,,2024-05-09 04:30:15.687840,2024-05-09 20:24:57.591457,954.6983936166667,0,1,0,3,0,1,День Победы,spring,1,0,1,1
603152027,8.8,5.0501785,none,0.0,0.0,16.167967,32.039997,72.617355,986.04694,,2024-05-10 04:27:52.258082,2024-05-10 20:27:24.990675,959.5455432166667,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603150627,10.85,6.4681168,none,0.0,0.0,18.72346,35.64,57.552948,984.9346,,2024-05-10 04:28:43.692650,2024-05-10 20:25:28.348913,956.74427105,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603399027,9.25,5.5919857,none,0.0,0.0,15.745627,32.039997,71.19158,989.3295,,2024-05-10 04:27:26.092532,2024-05-10 20:24:42.783791,957.27818765,1,0,0,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603100827,9.2,3.7672024,none,0.0,1.0,25.364037,48.6,50.33552,991.6421,,2024-05-10 04:26:23.863047,2024-05-10 20:26:02.765137,959.6483681666667,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603635827,10.15,4.5353127,rain,0.1,0.0,25.60053,48.96,54.966396,992.4659,,2024-05-10 04:26:39.069318,2024-05-10 20:24:34.067513,957.9166365833333,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603191427,8.4,3.653656,none,0.0,1.0,20.780453,40.68,56.71795,993.16656,,2024-05-10 04:26:35.207215,2024-05-10 20:26:26.132612,959.8487566166666,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603884627,7.75,2.1279454,none,0.0,1.0,24.798223,46.079998,61.236176,989.0972,,2024-05-10 04:28:09.410614,2024-05-10 20:25:07.901036,956.9748403666667,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603616027,8.05,4.90975,rain,0.1,0.0,13.5515,24.48,82.498726,991.10266,,2024-05-10 04:27:29.809241,2024-05-10 20:25:37.446014,958.12727955,0,1,0,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,0,1
603117827,9.15,3.5572567,none,0.0,1.0,23.73271,46.079998,52.56604,991.0596,,2024-05-10 04:26:35.628781,2024-05-10 20:26:29.286134,959.8942892166667,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603103627,9.45,3.8001976,none,0.0,2.0,23.40277,47.519997,48.957752,985.6493,,2024-05-10 04:28:03.496535,2024-05-10 20:28:45.567858,960.7011887166666,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603070827,0.9,-4.0325274,none,0.0,1.0,14.113653,23.4,60.669727,994.9851,,2024-05-10 04:27:39.160128,2024-05-10 20:27:11.362836,959.5367117999999,0,1,0,4,0,1,Выходной (перенесено с 06.01.2024),spring,1,0,0,1
603164427,8.15,4.707573,none,0.0,0.0,15.042659,25.199999,79.69068,990.44385,,2024-05-10 04:27:46.023240,2024-05-10 20:26:13.572046,958.4591467666667,0,1,0,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,1
603141827,12.2,6.2231407,none,0.0,0.0,26.525429,44.639996,43.379055,991.3088,,2024-05-10 04:27:14.085460,2024-05-10 20:25:29.729931,958.2607411833334,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603125227,8.9,3.2972608,none,0.0,1.0,24.336637,42.839996,55.430218,993.3515,,2024-05-10 04:27:10.819038,2024-05-10 20:25:27.396109,958.2762845166667,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603756427,10.2,5.795738,none,0.0,0.0,19.45333,34.56,62.044193,990.9169,,2024-05-10 04:26:23.770815,2024-05-10 20:24:30.969843,958.1199838,0,0,1,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,1,0
603152627,8.35,4.8943186,none,0.0,0.0,14.707222,26.28,76.98784,985.9704,,2024-05-10 04:27:45.480412,2024-05-10 20:25:36.556814,957.8512733666666,0,1,0,4,0,1,Выходной (перенесено с 06.01.2024),spring,0,0,0,1
