dtp_id,temp_c,feels_like_c,precipitation_type,precipitation_mm,snow_depth_cm,wind_speed_ms,wind_gust_ms,humidity_pct,pressure_hpa,visibility_m,sunrise_ts,sunset_ts,daylight_minutes,is_twilight,is_dark,is_daylight,day_of_week,is_weekend,is_holiday,holiday_name,season,ice_risk,low_visibility_flag,bad_weather_flag,dark_without_lights_flag
530837627,24.350000381469727,25.60760498046875,rain,0.8999999761581421,0.0,13.698933601379395,33.119998931884766,70.986083984375,995.7867431640625,,2022-07-28 04:27:08.365608,2022-07-28 20:43:14.997498,976.1105315,0,0,1,3,0,0,,summer,0.0,0.0,0.0,0.0
528008027,24.899999618530273,26.599328994750977,none,0.0,0.0,11.96695327758789,27.35999870300293,70.426025390625,992.4398193359375,,2022-07-28 04:28:16.073174,2022-07-28 20:43:59.362812,975.7214939666667,0,0,1,3,0,0,,summer,0.0,0.0,0.0,0.0
528079027,20.649999618530273,22.012489318847656,none,0.0,0.0,10.483357429504395,25.919998168945312,84.53070068359375,991.7448120117188,,2022-07-28 04:28:32.471457,2022-07-28 20:43:25.389271,974.8819635666666,0,0,1,3,0,0,,summer,0.0,0.0,0.0,0.0
528080827,21.700000762939453,22.739112854003906,none,0.0,0.0,12.849528312683105,27.35999870300293,79.50572967529297,998.305419921875,,2022-07-28 04:27:16.286971,2022-07-28 20:42:20.590449,975.0717246333334,0,0,1,3,0,0,,summer,0.0,0.0,0.0,0.0
528258427,17.600000381469727,16.909103393554688,none,0.0,0.0,8.55710220336914,14.75999927520752,68.7944564819336,995.511962890625,,2022-07-29 04:31:50.734421,2022-07-29 20:41:22.870357,969.5355989333333,0,1,0,4,0,0,,summer,0.0,0.0,0.0,1.0
528371027,22.200000762939453,22.69035530090332,none,0.0,0.0,1.7999999523162842,12.239999771118164,45.292259216308594,998.87109375,,2022-07-31 04:34:36.658809,2022-07-31 20:37:31.139994,962.90801975,0,0,1,6,1,0,,summer,0.0,0.0,0.0,0.0
528528427,22.399999618530273,22.00634002685547,none,0.0,0.0,9.726663589477539,22.319997787475586,55.11602020263672,1002.9275512695312,,2022-08-02 04:36:23.155476,2022-08-02 20:32:45.358893,956.3700569499999,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528554627,25.149999618530273,23.442481994628906,none,0.0,0.0,12.48115348815918,28.079999923706055,39.34099578857422,996.348388671875,,2022-08-02 04:36:41.779790,2022-08-02 20:32:32.370562,955.8431795333333,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528569427,25.049999237060547,23.892236709594727,none,0.0,0.0,14.372974395751953,29.8799991607666,39.051109313964844,995.0608520507812,,2022-08-02 04:36:18.843775,2022-08-02 20:34:47.388977,958.4757533666667,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528574227,25.649999618530273,23.831703186035156,none,0.0,0.0,11.019763946533203,22.68000030517578,35.356136322021484,998.9434814453125,,2022-08-02 04:36:28.189273,2022-08-02 20:33:22.206296,956.9002837166666,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528600627,25.850000381469727,24.131900787353516,none,0.0,0.0,12.313894271850586,25.919998168945312,36.620609283447266,998.8099365234375,,2022-08-02 04:36:06.609792,2022-08-02 20:32:58.405568,956.8632629333333,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528601227,25.0,23.26363182067871,none,0.0,0.0,12.879752159118652,27.719999313354492,39.959808349609375,1000.7864990234375,,2022-08-02 04:36:30.899625,2022-08-02 20:33:18.399496,956.7916645166666,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528594427,19.899999618530273,19.2329158782959,none,0.0,0.0,8.496304512023926,15.480000495910645,59.77939224243164,992.1307983398438,,2022-08-02 04:39:13.225736,2022-08-02 20:33:46.765682,954.5589990999999,0,1,0,1,0,0,,summer,0.0,0.0,0.0,1.0
528719627,25.549999237060547,24.568817138671875,none,0.0,0.0,6.0346999168396,17.639999389648438,36.535892486572266,993.7916259765625,,2022-08-02 04:38:00.334223,2022-08-02 20:33:28.355087,955.4670143999999,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528755627,24.899999618530273,24.21779441833496,none,0.0,0.0,13.202726364135742,27.719999313354492,41.28346633911133,998.3510131835938,,2022-08-02 04:36:53.256206,2022-08-02 20:34:43.514143,957.8376322833334,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528508427,15.199999809265137,14.205537796020508,none,0.0,0.0,6.830519199371338,10.440000534057617,70.87712097167969,997.4267578125,,2022-08-02 04:35:53.784378,2022-08-02 20:34:39.723619,958.7656540166666,0,1,0,1,0,0,,summer,0.0,0.0,0.0,1.0
528553827,24.799999237060547,23.71501922607422,none,0.0,0.0,9.021574020385742,23.03999900817871,41.25543975830078,992.3828125,,2022-08-02 04:37:44.388719,2022-08-02 20:33:54.836523,956.1741300666667,0,0,1,1,0,0,,summer,0.0,0.0,0.0,0.0
528374427,22.899999618530273,20.713045120239258,none,0.0,0.0,9.387650489807129,22.319997787475586,35.41709518432617,1001.8092041015625,,2022-07-31 04:32:20.370972,2022-07-31 20:38:00.770940,965.6733327999999,0,0,1,6,1,0,,summer,0.0,0.0,0.0,0.0
528188627,21.799999237060547,19.946125030517578,none,0.0,0.0,13.397611618041992,27.35999870300293,47.98868179321289,994.6969604492188,,2022-07-29 04:29:16.242264,2022-07-29 20:43:39.770313,974.3921341500001,0,0,1,4,0,0,,summer,0.0,0.0,0.0,0.0
528379827,23.600000381469727,22.465261459350586,none,0.0,0.0,2.741678237915039,15.119998931884766,34.77482986450195,1001.207275390625,,2022-07-31 04:32:40.107429,2022-07-31 20:36:48.382125,964.1379116,0,0,1,6,1,0,,summer,0.0,0.0,0.0,0.0
528383227,21.799999237060547,21.92103385925293,none,0.0,0.0,3.7585103511810303,14.75999927520752,45.029666900634766,999.600830078125,,2022-07-31 04:33:29.371033,2022-07-31 20:38:54.034648,965.41106025,0,0,1,6,1,0,,summer,0.0,0.0,0.0,0.0
528385427,23.0,21.841922760009766,none,0.0,0.0,3.3190360069274902,11.879999160766602,36.679443359375,998.0379638671875,,2022-07-31 04:33:43.712609,2022-07-31 20:38:30.222623,964.7751669,0,0,1,6,1,0,,summer,0.0,0.0,0.0,0.0
