cell_id,time_bucket,temp_c,feels_like_c,precipitation_type,precipitation_mm,snow_depth_cm,wind_speed_ms,wind_gust_ms,humidity_pct,pressure_hpa,visibility_m
55.83_37.49,2022-10-31 06:00:00,0.0,-6.480104,snow,0.2,0.0,25.277025,48.96,68.53855,978.02576,
55.83_37.49,2022-12-07 18:00:00,-9.9,-16.472286,none,0.0,14.0,20.774214,35.64,70.51567,1003.2383,
55.83_37.49,2022-12-23 14:00:00,1.25,-3.4707148,none,0.0,42.0,18.11841,27.0,93.38346,984.55786,
55.83_37.52,2022-09-11 12:00:00,14.8,10.929699,none,0.0,0.0,16.516901,32.039997,47.694965,1000.4938,
55.83_37.52,2022-11-18 21:00:00,-5.6,-9.858693,snow,0.2,6.0,8.557102,16.199999,88.480095,991.3205,
55.83_37.53,2023-01-30 20:00:00,-1.85,-8.450924,snow,0.1,35.0,27.169865,41.039997,86.84731,976.294,
55.83_37.57,2022-11-10 14:00:00,8.5,4.1674585,none,0.0,0.0,22.322903,36.0,82.27048,998.23615,
55.83_37.57,2022-12-10 21:00:00,-1.35,-5.959387,snow,2.2,21.0,15.281989,23.039999,97.10462,989.0161,
55.83_37.57,2022-12-19 12:00:00,-5.1,-11.739765,snow,0.2,46.0,25.050413,33.839996,86.84289,1004.8875,
55.83_37.57,2023-01-29 23:00:00,-4.15,-8.963955,none,0.0,36.0,13.044722,20.519999,85.62391,990.2723,
55.83_37.57,2023-02-10 19:00:00,-3.4,-10.481744,none,0.0,39.0,28.66694,42.12,81.571396,995.00323,
55.83_37.57,2023-03-02 19:00:00,-2.9,-9.862728,snow,0.1,51.0,27.607563,37.079998,76.51723,984.7071,
55.83_37.58,2022-08-23 20:00:00,25.25,24.561636,none,0.0,0.0,9.726664,14.4,44.643112,1007.0786,
55.83_37.58,2023-01-01 20:00:00,4.4,-0.8597455,rain,0.1,41.0,25.44566,35.28,92.88816,981.23004,
55.83_37.59,2022-11-16 10:00:00,-2.25,-6.628468,none,0.0,3.0,9.957108,19.44,73.47997,994.52094,
55.83_37.6,2023-01-24 18:00:00,-2.45,-7.0862303,none,0.0,36.0,13.53236,19.08,89.431114,1014.1246,
55.83_37.6,2023-03-07 20:00:00,-3.95,-7.050774,snow,0.1,55.0,1.8,10.440001,88.9668,982.969,
55.83_37.64,2023-03-11 15:00:00,-4.05,-10.874013,snow,0.4,57.0,26.282465,48.239998,79.93087,988.6377,
55.83_37.65,2022-08-18 21:00:00,23.4,21.283592,none,0.0,0.0,15.39184,26.64,43.83835,1003.8214,
55.83_37.65,2022-08-19 06:00:00,18.55,16.686272,none,0.0,0.0,14.587776,26.64,60.857967,1006.72504,
55.83_37.65,2022-09-13 13:00:00,14.5,9.694882,none,0.0,0.0,23.749088,43.92,50.716835,997.9946,
55.83_37.65,2022-10-21 20:00:00,4.45,1.9332991,rain,0.2,0.0,6.12,10.799999,89.98373,1002.9983,
55.83_37.65,2022-11-25 17:00:00,-7.85,-12.7655,none,0.0,15.000001,11.609651,20.880001,87.23739,1012.0818,
55.83_37.65,2023-03-12 20:00:00,-2.85,-9.568594,snow,0.5,56.0,26.795223,46.44,83.52712,974.92535,
55.83_37.66,2022-12-15 10:00:00,-6.35,-11.564999,none,0.0,27.000002,14.759999,25.56,89.79112,1004.97534,
55.83_37.66,2023-03-04 16:00:00,-1.2,-6.5898576,snow,0.4,47.0,20.12461,37.079998,92.22559,971.1881,
55.83_37.69,2022-09-28 06:00:00,7.2,3.8262243,rain,0.4,0.0,16.746773,33.12,94.00826,985.0822,
55.83_37.7,2022-09-18 12:00:00,16.25,14.217583,none,0.0,0.0,12.984975,27.72,64.087296,985.8187,
55.83_37.7,2022-12-16 20:00:00,-8.9,-13.007975,none,0.0,29.0,5.692099,9.36,89.57897,1006.68854,
55.83_37.71,2022-12-02 23:00:00,-8.4,-13.607225,none,0.0,14.0,13.363711,25.199999,87.87226,1024.7379,
55.83_37.71,2023-03-20 10:00:00,-2.55,-6.303988,none,0.0,45.0,6.924738,14.04,85.47839,1001.1534,
55.83_37.82,2023-02-25 11:00:00,1.25,-3.1589308,none,0.0,46.0,15.2947035,33.839996,89.08288,977.7368,
55.83_37.83,2023-01-04 04:00:00,-3.4,-9.5218725,snow,0.1,38.0,22.553936,48.96,85.70735,986.10767,
