year,month,season,day_of_week,time_of_day,is_weekend,dtp_count,dead_total,injured_total,dead_children_total,injured_children_total,pct_speed_viol,pct_priority_viol,pct_bad_road,pct_pedestrian,pct_night,pct_severity_fatal
2022,6,Лето,2,Вечер (18–22),False,32,1,31,0,7,0.03125,0.03125,0.15625,0.375,0.0,0.03125
2022,6,Лето,2,День (12–18),False,48,2,55,0,11,0.0625,0.08333333333333333,0.14583333333333334,0.3541666666666667,0.0,0.041666666666666664
2022,6,Лето,2,Ночь (22–6),False,20,1,21,0,1,0.2,0.05,0.05,0.2,1.0,0.05
2022,6,Лето,2,Утро (6–12),False,31,1,31,0,0,0.03225806451612903,0.0,0.16129032258064516,0.3870967741935484,0.0,0.03225806451612903
2022,6,Лето,3,Вечер (18–22),False,31,2,48,0,6,0.0,0.0967741935483871,0.16129032258064516,0.2903225806451613,0.0,0.06451612903225806
2022,6,Лето,3,День (12–18),False,58,1,63,0,9,0.034482758620689655,0.05172413793103448,0.05172413793103448,0.3793103448275862,0.0,0.017241379310344827
2022,6,Лето,3,Ночь (22–6),False,16,0,22,0,1,0.25,0.0,0.1875,0.125,1.0,0.0
2022,6,Лето,3,Утро (6–12),False,44,2,42,0,1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.20454545454545456,0.0,0.045454545454545456
2022,6,Лето,4,Вечер (18–22),False,25,0,27,0,4,0.12,0.04,0.2,0.36,0.0,0.0
2022,6,Лето,4,День (12–18),False,48,2,51,0,5,0.041666666666666664,0.020833333333333332,0.125,0.3958333333333333,0.0,0.041666666666666664
2022,6,Лето,4,Ночь (22–6),False,9,3,13,0,1,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,1.0,0.1111111111111111
2022,6,Лето,4,Утро (6–12),False,22,1,23,0,2,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.0,0.045454545454545456
2022,6,Лето,5,Вечер (18–22),True,21,1,24,0,5,0.23809523809523808,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.0,0.047619047619047616
2022,6,Лето,5,День (12–18),True,40,2,44,0,5,0.075,0.05,0.075,0.2,0.0,0.05
2022,6,Лето,5,Ночь (22–6),True,20,1,24,0,0,0.15,0.0,0.0,0.2,1.0,0.05
2022,6,Лето,5,Утро (6–12),True,14,1,15,0,0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142
2022,6,Лето,6,Вечер (18–22),True,17,2,18,0,1,0.058823529411764705,0.0,0.11764705882352941,0.35294117647058826,0.0,0.058823529411764705
2022,6,Лето,6,День (12–18),True,22,1,24,0,1,0.22727272727272727,0.09090909090909091,0.13636363636363635,0.3181818181818182,0.0,0.045454545454545456
