dtp_id,moment_date,year,month,day_of_week,hour,time_of_day,season,is_weekend,is_night,is_rush_hour,type_code,type_name_decoded,type_group,severity,dead_count,injured_count,dead_children_count,injured_children_count,vehicles_count,participant_count,area_id,district_id,source_year,place_latitude,place_longitude,road_type_code,street_name,road_name,road_loc,traffic_lane_amount,srf_code,road_sign_code
545098227,2022-12-19,2022,12,0,19,Вечер (18–22),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,10,34,input/2022,55.715025,37.775899,,Фёдора Полетаева ул,,,2.0,Асфальтобетонное,
545000627,2022-12-19,2022,12,0,7,Утро (6–12),Зима,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,11,54,input/2022,55.644286,37.493173,,Островитянова ул,,,2.0,Асфальтобетонное,
545109227,2022-12-19,2022,12,0,16,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,11,72,input/2022,55.694332,37.556151,,Ленинский пр-кт,,,4.0,"Асфальтобетонное, с поверхностной обработкой",
544863627,2022-12-18,2022,12,6,7,Утро (6–12),Зима,True,False,True,3,Наезд на стоящее ТС,Наезд на ТС,Ранение,0,2,0,0,3,2,4,12,input/2022,55.865722,37.462907,,Ленинградское ш,,,5.0,Асфальтобетонное,
545139627,2022-12-18,2022,12,6,13,День (12–18),Зима,True,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,4,5,6,91,input/2022,55.831264,37.354803,,Генерала Белобородова ул,,,4.0,Асфальтобетонное,
544935027,2022-12-18,2022,12,6,3,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,6,57,input/2022,55.81466,37.390487,,,Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона,66,5.0,Асфальтобетонное,
545080227,2022-12-19,2022,12,0,15,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,4,7,121,input/2022,55.389337,37.422931,,Варшавское шоссе ул,,,2.0,Асфальтобетонное,
545100627,2022-12-19,2022,12,0,19,Вечер (18–22),Зима,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,135,input/2022,55.645854,37.660897,,Москворечье ул,,,2.0,Асфальтобетонное,
546563627,2022-12-18,2022,12,6,13,День (12–18),Зима,True,False,False,3,Наезд на стоящее ТС,Наезд на ТС,Ранение,0,1,0,0,2,2,10,117,input/2022,55.667438,37.77694,,,,,2.0,Асфальтобетонное,
545688027,2022-12-17,2022,12,5,23,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,10,64,input/2022,55.733109,37.713296,,Нижегородская ул,,,8.0,Асфальтобетонное,
544900627,2022-12-18,2022,12,6,8,Утро (6–12),Зима,True,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,10,98,input/2022,55.697301,37.747618,,7-я Текстильщиков ул,,,2.0,Асфальтобетонное,
545045227,2022-12-18,2022,12,6,11,Утро (6–12),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,11,109,input/2022,55.685025,37.536775,,,,,1.0,Асфальтобетонное,
544843427,2022-12-18,2022,12,6,0,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,4,5,11,44,input/2022,55.650056,37.533095,,Профсоюзная ул,,,4.0,Асфальтобетонное,
545141427,2022-12-19,2022,12,0,20,Вечер (18–22),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,7,70,input/2022,55.622435,37.405658,,,"Киевское шоссе (М-3 ""Украина"" Москва-Украина)",2025-05-21 00:00:00,4.0,Асфальтобетонное,
545521027,2022-12-19,2022,12,0,18,Вечер (18–22),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,1,2,3,9,62,input/2022,55.610923,37.717545,,Каширское ш,,,5.0,Асфальтобетонное,
545723027,2022-12-19,2022,12,0,18,Вечер (18–22),Зима,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,1,14,input/2022,55.801148,37.708372,,Богородский Вал ул,,,3.0,Асфальтобетонное,
545380827,2022-12-20,2022,12,1,9,Утро (6–12),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,1,118,input/2022,55.730584,37.808633,,Юности ул,,,4.0,Асфальтобетонное,
545265227,2022-12-20,2022,12,1,20,Вечер (18–22),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,4,1,130,input/2022,55.803615,37.756813,,Щёлковское ш,,,4.0,Асфальтобетонное,
548455627,2022-12-17,2022,12,5,13,День (12–18),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,10,34,input/2022,55.720204,37.781725,,3-я Институтская ул,,,2.0,Асфальтобетонное,
545247827,2022-12-20,2022,12,1,17,День (12–18),Зима,False,False,True,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,1,14,input/2022,55.796842,37.717298,,Большая Черкизовская ул,,,3.0,Асфальтобетонное,
545186227,2022-12-20,2022,12,1,13,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,2,85,input/2022,55.72276,37.400851,,Толбухина ул,,,4.0,Асфальтобетонное,
544932027,2022-12-18,2022,12,6,14,День (12–18),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,65,input/2022,55.616062,37.694489,,Шипиловский проезд,,,4.0,Асфальтобетонное,
544840627,2022-12-17,2022,12,5,22,Ночь (22–6),Зима,True,True,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,11,18,input/2022,55.645776,37.597865,,Черноморский б-р,,,2.0,Асфальтобетонное,
544991427,2022-12-18,2022,12,6,4,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,9,87,input/2022,55.708848,37.621264,,Большая Тульская ул,,,4.0,Асфальтобетонное,
545146227,2022-12-20,2022,12,1,7,Утро (6–12),Зима,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,3,148,input/2022,56.012718,37.202325,,Западный 2-й проезд,,,2.0,Асфальтобетонное,
545160227,2022-12-20,2022,12,1,12,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,3,144,input/2022,55.974086,37.16206,,Каменка ул,,,4.0,"Асфальтобетонное, с поверхностной обработкой",
546008827,2022-12-20,2022,12,1,10,Утро (6–12),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,4,143,input/2022,55.850451,37.505468,,,,,2.0,Асфальтобетонное,
545205227,2022-12-20,2022,12,1,14,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,4,59,input/2022,55.835355,37.543008,,Прянишникова ул,,,2.0,Асфальтобетонное,
545243227,2022-12-20,2022,12,1,17,День (12–18),Зима,False,False,True,3,Наезд на стоящее ТС,Наезд на ТС,Ранение,0,1,0,0,2,2,4,23,input/2022,55.787867,37.54362,,Авиаконструктора Микояна ул,,,6.0,Асфальтобетонное,
545202627,2022-12-20,2022,12,1,14,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,5,107,input/2022,55.851035,37.644503,,Снежная ул,,,4.0,Асфальтобетонное,
545167227,2022-12-20,2022,12,1,12,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,5,105,input/2022,55.913488,37.544103,,Дмитровское ш,,,3.0,Асфальтобетонное,
545305627,2022-12-20,2022,12,1,18,Вечер (18–22),Зима,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,5,46,input/2022,55.801504,37.596384,,Складочная ул,,,2.0,Асфальтобетонное,
544950427,2022-12-18,2022,12,6,17,День (12–18),Зима,True,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,43,input/2022,55.589763,37.59573,,Варшавское ш,,,1.0,Асфальтобетонное,
545229227,2022-12-20,2022,12,1,16,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,1,3,3,6,57,input/2022,55.81847,37.391592,,,Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона,66,5.0,Асфальтобетонное,
545153027,2022-12-17,2022,12,5,14,День (12–18),Зима,True,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,9,111,input/2022,55.588678,37.721686,,,Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона,25,5.0,Асфальтобетонное,
545501827,2022-12-20,2022,12,1,6,Утро (6–12),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,6,19,input/2022,55.777949,37.459044,,Маршала Жукова пр-кт,,,6.0,Асфальтобетонное,
545243427,2022-12-20,2022,12,1,17,День (12–18),Зима,False,False,True,1,Столкновение ТС,Столкновение,Гибель,1,0,0,0,2,2,8,88,input/2022,55.727799,37.5919,,Фрунзенская наб,,,6.0,Асфальтобетонное,
545294627,2022-12-20,2022,12,1,22,Ночь (22–6),Зима,False,True,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,8,84,input/2022,55.776826,37.607049,,Краснопролетарская ул,,,3.0,Асфальтобетонное,
545135427,2022-12-20,2022,12,1,1,Ночь (22–6),Зима,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,11,77,input/2022,55.677972,37.594228,,Севастопольский пр-кт,,,2.0,Асфальтобетонное,
545373427,2022-12-21,2022,12,2,13,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,4,90,input/2022,55.886974,37.524072,,Клязьминская ул,,,4.0,Асфальтобетонное,
545299427,2022-12-21,2022,12,2,7,Утро (6–12),Зима,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,4,12,input/2022,55.867197,37.478582,,Левобережная ул,,,2.0,Асфальтобетонное,
545341827,2022-12-21,2022,12,2,9,Утро (6–12),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,3,5,39,input/2022,55.878332,37.700046,,Малыгина ул,,,2.0,Асфальтобетонное,
545411827,2022-12-20,2022,12,1,11,Утро (6–12),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,11,60,input/2022,55.661568,37.57232,,,,,1.0,Асфальтобетонное,
545246027,2022-12-20,2022,12,1,8,Утро (6–12),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,11,10,input/2022,55.646339,37.487637,,Островитянова ул,,,2.0,Асфальтобетонное,
545645027,2022-12-22,2022,12,3,12,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,1,30,input/2022,55.710437,37.846624,,Косинское ш,,,4.0,Асфальтобетонное,
545689827,2022-12-20,2022,12,1,11,Утро (6–12),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,65,input/2022,55.611378,37.720034,,Ореховый б-р,,,4.0,Асфальтобетонное,
545528027,2022-12-20,2022,12,1,11,Утро (6–12),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,9,13,input/2022,55.69955,37.620578,,Варшавское ш,,,5.0,Асфальтобетонное,
545185827,2022-12-20,2022,12,1,12,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,16,input/2022,55.632454,37.659931,,Кантемировская ул,,,2.0,Асфальтобетонное,
545240027,2022-12-20,2022,12,1,18,Вечер (18–22),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,3,0,0,2,4,7,99,input/2022,55.30462,37.190995,,Солнечный мкр,,,2.0,Асфальтобетонное,
545565827,2022-12-22,2022,12,3,14,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,3,0,2,2,5,5,71,input/2022,55.86654,37.703522,,Ярославское ш,,,3.0,Асфальтобетонное,
546366027,2022-12-22,2022,12,3,7,Утро (6–12),Зима,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,1,1,2,5,110,input/2022,55.864325,37.614816,,Пестеля ул,,,2.0,Асфальтобетонное,
545676627,2022-12-21,2022,12,2,15,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,6,52,input/2022,55.806961,37.484128,,Сосновая ул,,,2.0,Асфальтобетонное,
545279627,2022-12-21,2022,12,2,0,Ночь (22–6),Зима,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,8,6,input/2022,55.723666,37.62238,,Люсиновская ул,,,4.0,Асфальтобетонное,
545351027,2022-12-21,2022,12,2,10,Утро (6–12),Зима,False,False,False,6,Конфликт с велотранспортом,Велосипедный / СИМ конфликт,Ранение,0,1,0,0,2,2,8,95,input/2022,55.724518,37.608218,,Донская ул,,,2.0,Асфальтобетонное,
545739827,2022-12-23,2022,12,4,21,Вечер (18–22),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,5,42,input/2022,55.895445,37.611759,,Лескова ул,,,3.0,Асфальтобетонное,
545496227,2022-12-22,2022,12,3,7,Утро (6–12),Зима,False,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,1,124,input/2022,55.818898,37.752349,,Тагильская ул,,,2.0,Асфальтобетонное,
545640627,2022-12-22,2022,12,3,15,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,1,3,4,1,31,input/2022,55.791782,37.693298,,1-я Боевская ул,,,2.0,Асфальтобетонное,
545643627,2022-12-22,2022,12,3,9,Утро (6–12),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,1,150,input/2022,55.766585,37.731235,,Будённого пр-кт,,,2.0,Асфальтобетонное,
545671827,2022-12-23,2022,12,4,10,Утро (6–12),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,10,26,input/2022,55.634725,37.796102,,3-й Капотня кв-л,,,2.0,Асфальтобетонное,
545320627,2022-12-21,2022,12,2,10,Утро (6–12),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,10,34,input/2022,55.71222,37.755665,,Окская ул,,,2.0,Асфальтобетонное,
545648827,2022-12-21,2022,12,2,17,День (12–18),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,3,9,96,input/2022,55.574681,37.622166,,,Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона,32,5.0,Асфальтобетонное,
545494427,2022-12-21,2022,12,2,8,Утро (6–12),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,11,54,input/2022,55.653307,37.50093,,Миклухо-Маклая ул,,,4.0,Асфальтобетонное,
545456227,2022-12-22,2022,12,3,0,Ночь (22–6),Зима,False,True,False,1,Столкновение ТС,Столкновение,Гибель,1,0,0,0,2,2,2,85,input/2022,55.699308,37.402289,,,Московская кольцевая автомобильная дорога (МКАД) внешняя сторона,52,5.0,Асфальтобетонное,
545512627,2022-12-21,2022,12,2,21,Вечер (18–22),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,9,111,input/2022,55.585652,37.713865,,,Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона,25,5.0,Асфальтобетонное,
546071027,2022-12-23,2022,12,4,18,Вечер (18–22),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,11,77,input/2022,55.675116,37.591213,,Севастопольский пр-кт,,,6.0,Асфальтобетонное,
545690827,2022-12-23,2022,12,4,14,День (12–18),Зима,False,False,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,11,18,input/2022,55.651787,37.605375,,Симферопольский б-р,,,2.0,Асфальтобетонное,
545675227,2022-12-23,2022,12,4,9,Утро (6–12),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,11,109,input/2022,55.684571,37.520574,,Вернадского пр-кт,,,8.0,Асфальтобетонное,
546080027,2022-12-23,2022,12,4,8,Утро (6–12),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,3,9,96,input/2022,55.573226,37.646971,,,Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона,30,5.0,Асфальтобетонное,
545507827,2022-12-21,2022,12,2,4,Ночь (22–6),Зима,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,3,9,135,input/2022,55.638395,37.654932,,Пролетарский пр-кт,,,4.0,Асфальтобетонное,
545625627,2022-12-23,2022,12,4,5,Ночь (22–6),Зима,False,True,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,111,input/2022,55.584658,37.67891,,Липецкая ул,,,4.0,Асфальтобетонное,
545534027,2022-12-22,2022,12,3,14,День (12–18),Зима,False,False,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,2,58,input/2022,55.668788,37.445129,,Озерная ул,,,7.0,Асфальтобетонное,
545847027,2022-12-23,2022,12,4,0,Ночь (22–6),Зима,False,True,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,13,input/2022,55.720947,37.599989,,Ленинский пр-кт,,,5.0,Асфальтобетонное,
545703827,2022-12-23,2022,12,4,15,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,9,87,input/2022,55.705118,37.653623,,Автозаводская ул,,,3.0,Асфальтобетонное,
545450627,2022-12-21,2022,12,2,21,Вечер (18–22),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,3,4,7,142,input/2022,55.559339,37.332755,,Филимонковская ул,,,3.0,Асфальтобетонное,
545552027,2022-12-21,2022,12,2,16,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,9,87,input/2022,55.71494,37.633324,,,Третье транспортное кольцо - внутренняя сторона,2025-03-07 00:00:00,5.0,Асфальтобетонное,
545515627,2022-12-22,2022,12,3,12,День (12–18),Зима,False,False,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,2,83,input/2022,55.660903,37.481725,,Вернадского пр-кт,,,8.0,Асфальтобетонное,
545641427,2022-12-23,2022,12,4,8,Утро (6–12),Зима,False,False,True,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,3,4,12,154,input/2022,55.723219,37.140409,,,Рублево-Успенское шоссе,16,2.0,Асфальтобетонное,
546672427,2022-12-23,2022,12,4,15,День (12–18),Зима,False,False,False,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,1,30,input/2022,55.716372,37.889893,,Рудневка ул,,,4.0,Асфальтобетонное,
545944427,2022-12-24,2022,12,5,19,Вечер (18–22),Зима,True,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,1,20,input/2022,55.772252,37.746137,,,Северо-Восточная хорда (СВХ),12,4.0,Асфальтобетонное,
545831627,2022-12-24,2022,12,5,0,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,1,124,input/2022,55.817373,37.743241,,Открытое ш,,,2.0,Асфальтобетонное,
545906227,2022-12-24,2022,12,5,23,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,2,106,input/2022,55.769072,37.405411,,Осенняя ул,,,4.0,Асфальтобетонное,
545752827,2022-12-23,2022,12,4,23,Ночь (22–6),Зима,False,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,3,2,7,input/2022,55.743293,37.543051,,Кутузовский пр-кт,,,8.0,Асфальтобетонное,
548640427,2022-12-23,2022,12,4,14,День (12–18),Зима,False,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,2,83,input/2022,55.654965,37.480116,,Вернадского пр-кт,,,10.0,Асфальтобетонное,
545694627,2022-12-23,2022,12,4,15,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,2,102,input/2022,55.752954,37.500758,,Новозаводская ул,,,2.0,Асфальтобетонное,
545684627,2022-12-23,2022,12,4,14,День (12–18),Зима,False,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,4,101,input/2022,55.832337,37.492239,,Адмирала Макарова ул,,,2.0,Асфальтобетонное,
545885427,2022-12-24,2022,12,5,14,День (12–18),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,2,2,2,85,input/2022,55.716868,37.390305,,,,,1.0,Асфальтобетонное,
545931827,2022-12-24,2022,12,5,10,Утро (6–12),Зима,True,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,2,85,input/2022,55.722796,37.449249,,Рублевское ш,,1,4.0,Асфальтобетонное,
546304227,2022-12-24,2022,12,5,1,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,2,127,input/2022,55.703141,37.480202,,Лобачевского ул,,,5.0,Асфальтобетонное,
545763627,2022-12-24,2022,12,5,1,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,4,38,input/2022,55.808571,37.5133,,Балтийская ул,,,3.0,Асфальтобетонное,
545861427,2022-12-24,2022,12,5,14,День (12–18),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Гибель,1,0,0,0,1,2,4,5,input/2022,55.872416,37.473228,,Левобережная ул,,,2.0,Асфальтобетонное,
545771627,2022-12-24,2022,12,5,2,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,2,0,1,2,4,11,66,input/2022,55.590594,37.532215,,,Московская кольцевая автомобильная дорога (МКАД) внешняя сторона,37,6.0,Асфальтобетонное,
545886827,2022-12-24,2022,12,5,19,Вечер (18–22),Зима,True,False,True,1,Столкновение ТС,Столкновение,Ранение,0,3,0,1,3,6,7,70,input/2022,55.632793,37.41924,,Родниковая ул,,,5.0,Асфальтобетонное,
546043827,2022-12-25,2022,12,6,13,День (12–18),Зима,True,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,1,130,input/2022,55.810494,37.770621,,Амурская ул,,,2.0,Асфальтобетонное,
545934227,2022-12-25,2022,12,6,9,Утро (6–12),Зима,True,False,True,1,Столкновение ТС,Столкновение,Гибель,1,1,0,0,3,3,1,49,input/2022,55.763181,37.777401,,Энтузиастов ш,,,8.0,Асфальтобетонное,
546086027,2022-12-25,2022,12,6,23,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,4,4,2,85,input/2022,55.70834,37.390037,,,Московская кольцевая автомобильная дорога (МКАД) внешняя сторона,54,5.0,Асфальтобетонное,
545898227,2022-12-24,2022,12,5,21,Вечер (18–22),Зима,True,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,5,56,input/2022,55.840759,37.663568,,Мира пр-кт,,,8.0,Асфальтобетонное,
546016627,2022-12-24,2022,12,5,18,Вечер (18–22),Зима,True,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,5,105,input/2022,55.951404,37.554853,,1-я Северная линия,,,2.0,Асфальтобетонное,
545801627,2022-12-24,2022,12,5,7,Утро (6–12),Зима,True,False,True,1,Столкновение ТС,Столкновение,Ранение,0,2,0,0,2,3,6,37,input/2022,55.886721,37.382162,,Куркинское ш,,,2.0,Асфальтобетонное,
545826827,2022-12-24,2022,12,5,2,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,6,114,input/2022,55.86878,37.407868,,,Московская кольцевая автомобильная дорога (МКАД) внешняя сторона,72,5.0,Асфальтобетонное,
545991827,2022-12-25,2022,12,6,18,Вечер (18–22),Зима,True,False,True,8,Наезд на животное,Прочее,Ранение,0,1,0,0,1,2,6,57,input/2022,55.808468,37.39068,,Неманский проезд,,,3.0,Асфальтобетонное,
546139627,2022-12-25,2022,12,6,18,Вечер (18–22),Зима,True,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,6,57,input/2022,55.800883,37.38331,,,Московская кольцевая автомобильная дорога (МКАД) внешняя сторона,64,5.0,Асфальтобетонное,
545988627,2022-12-25,2022,12,6,16,День (12–18),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,10,136,input/2022,55.743848,37.706451,,Душинская ул,,,2.0,Асфальтобетонное,
545951827,2022-12-25,2022,12,6,11,Утро (6–12),Зима,True,False,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,3,3,10,64,input/2022,55.720802,37.700379,,Волгоградский пр-кт,,,8.0,Асфальтобетонное,
545914027,2022-12-25,2022,12,6,6,Утро (6–12),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,10,41,input/2022,55.700233,37.72733,,,,,2.0,Асфальтобетонное,
545921027,2022-12-25,2022,12,6,7,Утро (6–12),Зима,True,False,True,3,Наезд на стоящее ТС,Наезд на ТС,Ранение,0,1,0,0,3,2,10,41,input/2022,55.709313,37.707192,,Шоссейный проезд,,,4.0,Асфальтобетонное,
545957227,2022-12-25,2022,12,6,11,Утро (6–12),Зима,True,False,False,1,Столкновение ТС,Столкновение,Ранение,0,3,0,0,2,4,9,141,input/2022,55.623526,37.752317,,Шипиловская ул,,,2.0,Асфальтобетонное,
545887227,2022-12-24,2022,12,5,17,День (12–18),Зима,True,False,True,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,6,123,input/2022,55.843283,37.443091,,Фабрициуса ул,,,4.0,Асфальтобетонное,
546153627,2022-12-24,2022,12,5,22,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,6,123,input/2022,55.835379,37.396463,,,Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона,68,5.0,Асфальтобетонное,
545904027,2022-12-24,2022,12,5,23,Ночь (22–6),Зима,True,True,False,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,2,10,2,input/2022,55.707868,37.834768,,,Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона,8,7.0,Асфальтобетонное,
545836027,2022-12-24,2022,12,5,11,Утро (6–12),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,8,84,input/2022,55.774383,37.588509,,Тверская-Ямская 1-я ул,,,8.0,Асфальтобетонное,
545892027,2022-12-24,2022,12,5,13,День (12–18),Зима,True,False,False,5,Наезд на пешехода,Пешеходный конфликт,Ранение,0,1,0,0,1,2,8,84,input/2022,55.765348,37.610664,,Большая Дмитровка ул,,,2.0,Асфальтобетонное,
546200627,2022-12-24,2022,12,5,9,Утро (6–12),Зима,True,False,True,1,Столкновение ТС,Столкновение,Ранение,0,1,0,0,2,3,8,84,input/2022,55.759016,37.626597,,Малый Черкасский пер,,,5.0,Асфальтобетонное,
