dtp_id,year,type_group,severity,has_speed_violation,has_priority_violation,has_pedestrian_conflict,has_bad_road_condition,has_young_driver,has_novice_driver,has_truck,has_bus,has_taxi,has_motorcycle,is_night,is_weekend,is_rush_hour,time_of_day,season,dead_count,injured_count,participant_count
534710427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535024027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,1,4
535026427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
534937627,2022,Наезд на препятствие,Ранение,Да,Нет,Нет,Нет,Нет,Нет,False,False,False,True,Нет,Нет,Да,Утро (6–12),Осень,0,1,1
534994627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
534992827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Да,False,False,False,True,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535048027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,True,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
536629627,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
535010427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,True,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,3
535340027,2022,Столкновение,Ранение,Нет,Нет,Нет,Да,Нет,Да,False,False,False,False,Нет,Нет,Да,День (12–18),Осень,0,1,2
534993827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,True,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
534956427,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
534917027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,3
534953027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
534973027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,True,Нет,Нет,Да,День (12–18),Осень,0,2,3
534919427,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
534948827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
534975827,2022,Наезд на ТС,Ранение,Да,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Нет,Да,День (12–18),Осень,0,1,2
534763027,2022,Столкновение,Ранение,Да,Нет,Нет,Нет,Да,Нет,True,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
534896827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,True,Да,Нет,Нет,Ночь (22–6),Осень,0,2,2
535174827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,2,3
534982227,2022,Велосипедный / СИМ конфликт,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
533955027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
534052427,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Да,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,2,3
534159027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,2,3
534113627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,2,4
534197027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
534199427,2022,Столкновение,Ранение,Нет,Да,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,3
534087827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Да,Нет,Нет,Ночь (22–6),Осень,0,3,4
534176027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
534351627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
534313027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,True,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,3
534319027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Да,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535076427,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Нет,Да,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
534111827,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
534132827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
534994027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
534915827,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Да,Нет,Нет,False,False,True,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
534942227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,2,3
534967227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535090627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535009627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Да,False,False,True,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
535087027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,День (12–18),Осень,0,1,2
535088627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,False,False,Нет,Нет,Да,День (12–18),Осень,0,1,2
535614027,2022,Прочее,Ранение,Да,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
534231627,2022,Наезд на ТС,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
534157427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,5
534135627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Да,True,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
534088227,2022,Столкновение,Ранение,Нет,Нет,Нет,Да,Нет,Да,False,False,True,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
535172227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,2,5
535197427,2022,Пешеходный конфликт,Гибель,Нет,Да,Да,Нет,Нет,Нет,False,False,False,False,Нет,Да,Нет,Вечер (18–22),Осень,1,0,2
535074827,2022,Наезд на препятствие,Ранение,Да,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,2,2
535105827,2022,Наезд на препятствие,Гибель,Нет,Нет,Нет,Нет,Да,Да,False,False,False,False,Да,Нет,Нет,Ночь (22–6),Осень,1,3,4
534281827,2022,Столкновение,Ранение,Нет,Нет,Нет,Да,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,3
534149027,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
535172427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,True,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,2,3
535319027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,True,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,4
534213227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
535011027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,True,False,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
535469827,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535038227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,3,4
535103627,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,2,2
535391627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535143227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Да,Да,Нет,Ночь (22–6),Осень,0,1,2
535471027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,True,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,4
535550227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
535738227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Да,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,2,3
535433027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Да,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535728027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,3
535096227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535080627,2022,Столкновение,Ранение,Нет,Да,Нет,Нет,Нет,Нет,False,False,True,True,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535453027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,3
535147627,2022,Наезд на ТС,Ранение,Да,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Да,Да,Нет,Ночь (22–6),Осень,0,1,2
535128227,2022,Наезд на ТС,Ранение,Да,Нет,Нет,Нет,Да,Нет,False,False,False,False,Да,Да,Нет,Ночь (22–6),Осень,0,1,2
535046427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535089827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Да,False,False,False,False,Нет,Нет,Да,День (12–18),Осень,0,1,2
535029827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Да,Утро (6–12),Осень,0,2,3
535190627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Да,Да,Вечер (18–22),Осень,0,1,2
535010627,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Да,Нет,Нет,False,True,False,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
535117227,2022,Пешеходный конфликт,Гибель,Нет,Да,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,1,0,3
535235027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,1,3
535339427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Да,False,False,True,False,Нет,Да,Да,Вечер (18–22),Осень,0,1,3
535196827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,True,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,2
535105227,2022,Наезд на ТС,Ранение,Да,Нет,Нет,Нет,Да,Да,False,False,True,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535158827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Да,True,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,1,3
535335627,2022,Наезд на препятствие,Ранение,Да,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
535353827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Да,True,False,True,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,5
535445227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
535198227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,4
536007427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,True,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,3
535331227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Да,Да,Нет,Ночь (22–6),Осень,0,1,3
535670427,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535696627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Нет,False,False,True,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535194827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Да,Да,Вечер (18–22),Осень,0,1,3
535184427,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Нет,Нет,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,1,2
535197027,2022,Опрокидывание,Ранение,Нет,Нет,Нет,Нет,Нет,Да,False,False,False,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,1
535276627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Да,Да,Нет,Ночь (22–6),Осень,0,1,2
535350427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,True,Нет,Да,Нет,День (12–18),Осень,0,1,2
535942827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
535195027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,2
535563027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,3
535196427,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,2
536661827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535171427,2022,Столкновение,Ранение,Нет,Нет,Да,Нет,Нет,Нет,True,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,2,4
535469227,2022,Столкновение,Ранение,Нет,Да,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,2,3
536024027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
535656227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,1,3
535191227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Да,Нет,Нет,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,1,2
535633627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,1,3
535622027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Да,False,False,False,True,Нет,Нет,Нет,День (12–18),Осень,0,1,3
535674627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,True,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535193827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Да,Нет,День (12–18),Осень,0,1,3
535363827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Да,Нет,Утро (6–12),Осень,0,1,3
535713227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,1,3
535682427,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Нет,Нет,False,False,True,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
535314627,2022,Велосипедный / СИМ конфликт,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Да,Да,День (12–18),Осень,0,1,2
535578427,2022,Столкновение,Ранение,Да,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,1,2
535423827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535460027,2022,Пешеходный конфликт,Гибель,Нет,Нет,Да,Нет,Нет,Нет,True,False,True,False,Нет,Нет,Нет,Вечер (18–22),Осень,1,1,3
535315027,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Да,Да,False,False,False,False,Нет,Да,Да,Вечер (18–22),Осень,0,1,2
535452027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
535383427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,1,2
535324627,2022,Пешеходный конфликт,Гибель,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Да,Да,Нет,Ночь (22–6),Осень,1,0,2
536531627,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Да,Да,Вечер (18–22),Осень,0,1,2
535459827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
535291827,2022,Наезд на препятствие,Ранение,Да,Нет,Нет,Нет,Да,Да,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,1,1
535209427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,True,True,Да,Да,Нет,Ночь (22–6),Осень,0,1,2
535363227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
535489427,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
536025227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,True,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,3
535823227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,3
535364627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535280227,2022,Столкновение,Ранение,Нет,Нет,Нет,Да,Нет,Нет,False,False,False,True,Нет,Да,Нет,День (12–18),Осень,0,1,2
535811827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,False,True,Нет,Нет,Да,День (12–18),Осень,0,1,2
535389627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,3
535324827,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Нет,Нет,False,False,False,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,2
535372027,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Да,False,False,True,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,2
535898827,2022,Столкновение,Ранение,Да,Нет,Нет,Нет,Да,Да,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535355627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
538086027,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
535267627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Да,False,False,True,False,Да,Да,Нет,Ночь (22–6),Осень,0,1,3
535330627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Да,Да,Нет,Ночь (22–6),Осень,0,1,2
535762627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Да,False,True,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535756427,2022,Прочее,Ранение,Да,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535287227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Да,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,1,2
536273027,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535830027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535741427,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535802627,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535744227,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535322627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Да,Нет,False,False,False,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,3
535344227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,3
535356627,2022,Пешеходный конфликт,Ранение,Да,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Утро (6–12),Осень,0,2,2
535442827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,2
535447827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
535450227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,4
535818027,2022,Велосипедный / СИМ конфликт,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,True,False,Нет,Нет,Нет,День (12–18),Осень,0,1,2
535702027,2022,Пешеходный конфликт,Ранение,Да,Нет,Да,Нет,Нет,Нет,True,False,True,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
535293227,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Нет,Да,Нет,День (12–18),Осень,0,1,2
535300027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Да,Да,День (12–18),Осень,0,1,3
535314827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Нет,False,False,True,False,Нет,Да,Нет,Вечер (18–22),Осень,0,1,2
535361227,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Да,Да,Нет,Ночь (22–6),Осень,0,3,5
535635027,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,True,False,True,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,3
535380427,2022,Прочее,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,True,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,2
535714827,2022,Пешеходный конфликт,Гибель,Нет,Нет,Да,Нет,Нет,Нет,False,False,False,False,Да,Нет,Нет,Ночь (22–6),Осень,1,0,2
535350827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Утро (6–12),Осень,0,1,2
535759627,2022,Столкновение,Ранение,Нет,Нет,Нет,Да,Нет,Нет,True,False,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,3,5
535824827,2022,Пешеходный конфликт,Ранение,Нет,Да,Да,Нет,Да,Нет,False,False,False,False,Да,Нет,Нет,Ночь (22–6),Осень,0,1,2
535405827,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Нет,День (12–18),Осень,0,1,3
535454827,2022,Пешеходный конфликт,Ранение,Нет,Нет,Да,Нет,Да,Нет,False,False,False,False,Нет,Нет,Нет,Вечер (18–22),Осень,0,1,2
535740227,2022,Наезд на ТС,Ранение,Да,Нет,Нет,Нет,Нет,Нет,True,False,False,False,Нет,Нет,Нет,Утро (6–12),Осень,0,1,4
535741627,2022,Столкновение,Ранение,Нет,Нет,Нет,Нет,Нет,Нет,False,False,False,False,Нет,Нет,Да,Вечер (18–22),Осень,0,1,3
